"trialId","answer","correctAnswer","pid"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p84"
"bubble_chart-locate_value-innovation","Research Budget: 77","Research Budget: 77","p84"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p84"
"bubble_chart-retrieve_value-food_and_agriculture","109","109","p84"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p84"
"bubble_chart_with_outlier-identify_anomalies-food_and_agriculture","Wheat","Barley","p84"
"choropleth_map-locate_value-politics","New York","New York","p84"
"choropleth_map-make_comparisons-energy_and_environment","California","California","p84"
"choropleth_map-retrieve_value-politics","939","939","p84"
"histogram-locate_value-economy","$82,000","$82,000","p84"
"histogram-make_comparisons-health","150-159","150-159","p84"
"histogram-retrieve_value-health","188","222","p84"
"line_chart-describe_trend_or_correlation-politics","The approval rating consistently decreases over the years.","The approval rating consistently decreases over the years.","p84"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","8","8","p84"
"line_chart-identify_range-education","[58, 150]","[58, 150]","p84"
"line_chart-locate_value-politics","2000","2000","p84"
"line_chart-retrieve_value-health","64","64","p84"
"pie_chart-locate_value-population_and_demography","Adults","Adults","p84"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p84"
"pie_chart-retrieve_value-energy_and_environment","35%","20%","p84"
"scatterplot-describe_trend_or_correlation-health","No correlation between Weight and Height.","A strong negative correlation between Weight and Height.","p84"
"scatterplot-identify_range-education","[1, 20]","[1, 20]","p84"
"scatterplot-locate_value-food_and_agriculture","783 kg/ha","783 kg/ha","p84"
"scatterplot-make_comparisons-politics","Below 60%","Below 60%","p84"
"scatterplot-retrieve_value-health","95 cm","117 cm","p84"
"scatterplot_with_cluster-identify_clusters-weather_and_climate","Around 50 degrees temperature and 50 degrees humidity","Around 50 degrees temperature and 50 degrees humidity","p84"
"scatterplot_with_outlier-identify_anomalies-weather_and_climate","Temperature at 109°F and Humidity at 96%","Temperature at 109°F and Humidity at 96%","p84"
"stacked_area_chart-describe_trend_or_correlation-food_and_agriculture","One crop dominates the production throughout the entire period.","Production of each crop fluctuates without a clear upward or downward trend.","p84"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","2.1","1.1","p84"
"stacked_area_chart-locate_value-health","2018","2018","p84"
"stacked_area_chart-make_comparisons-food_and_agriculture","Rice","It varied by year.","p84"
"stacked_area_chart-retrieve_value-politics","1055","917","p84"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-weather_and_climate","0.4","1.4","p84"
"stacked_bar_chart-locate_value-energy_and_environment","Country F - Hydro","Country H - Nuclear","p84"
"stacked_bar_chart-make_comparisons-population_and_demography","Region F","Region F","p84"
"stacked_bar_chart-retrieve_value-education","192","192","p84"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p84"
"tree_map-locate_value-innovation","Pharma","Pharma","p84"
"tree_map-retrieve_value-education","35%","20%","p84"
"100_percent_stacked_bar_chart-locate_value-innovation","Company E","Company E","p69"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Cloudy","Cloudy","p69"
"100_percent_stacked_bar_chart-retrieve_value-health","3%","3%","p69"
"area_chart-describe_trend_or_correlation-health","The number of patients recovered increases over time.","The number of patients recovered increases over time.","p69"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p69"
"area_chart-locate_value-politics","2009","2009","p69"
"area_chart-retrieve_value-health","99","99","p69"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p69"
"bar_chart-locate_value-economy","Manufacturing","Manufacturing","p69"
"bar_chart-make_comparisons-weather_and_climate","City3","City3","p69"
"bar_chart-retrieve_value-politics","8817","8817","p69"
"bubble_chart-describe_trend_or_correlation-education","There is no clear trend or correlation between the average test score and the number of students.","There is no clear trend or correlation between the average test score and the number of students.","p69"
"bubble_chart-identify_range-weather_and_climate","[62, 96]","[62, 96]","p69"
"bubble_chart-locate_value-politics","Libertarian Party with $1,378,536","Libertarian Party with $1,378,536","p69"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p69"
"bubble_chart-retrieve_value-education","770","570","p69"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p69"
"bubble_chart_with_outlier-identify_anomalies-economy","Country A","Country A","p69"
"choropleth_map-locate_value-food_and_agriculture","New York","New York","p69"
"choropleth_map-make_comparisons-weather_and_climate","Florida","Florida","p69"
"choropleth_map-retrieve_value-economy","99708","99708","p69"
"histogram-locate_value-economy","$82,000","$82,000","p69"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p69"
"histogram-retrieve_value-health","188","222","p69"
"line_chart-describe_trend_or_correlation-education","Fluctuations in enrollment numbers without a clear upward or downward trend.","Fluctuations in enrollment numbers without a clear upward or downward trend.","p69"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","8","8","p69"
"line_chart-identify_range-population_and_demography","[1500000, 122000000]","[3588198, 119145511]","p69"
"line_chart-locate_value-weather_and_climate","Day 11 and Day 20","Day 11 and Day 20","p69"
"line_chart-retrieve_value-weather_and_climate","73","73","p69"
"pie_chart-locate_value-innovation","Process Innovation","Process Innovation","p69"
"pie_chart-make_comparisons-weather_and_climate","Tropical","Tropical","p69"
"pie_chart-retrieve_value-population_and_demography","15%","15%","p69"
"scatterplot-describe_trend_or_correlation-weather_and_climate","A perfect positive correlation between temperature and humidity","A moderate positive correlation between temperature and humidity","p69"
"scatterplot-identify_range-food_and_agriculture","[2074, 4983]","[2074, 4983]","p69"
"scatterplot-locate_value-education","15 hours","15 hours","p69"
"scatterplot-make_comparisons-energy_and_environment","Energy Consumption over 400 MWh","Energy Consumption over 400 MWh","p69"
"scatterplot-retrieve_value-economy","0","0","p69"
"scatterplot_with_cluster-identify_clusters-weather_and_climate","Around 50 degrees temperature and 50 degrees humidity","Around 50 degrees temperature and 50 degrees humidity","p69"
"scatterplot_with_outlier-identify_anomalies-energy_and_environment","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","p69"
"stacked_area_chart-describe_trend_or_correlation-politics","No clear trend or correlation in votes is observed across the parties over the years.","No clear trend or correlation in votes is observed across the parties over the years.","p69"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.4","0.7","p69"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p69"
"stacked_area_chart-make_comparisons-politics","Green Party","Libertarian Party","p69"
"stacked_area_chart-retrieve_value-innovation","300","191","p69"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","2.6","1.6","p69"
"stacked_bar_chart-locate_value-weather_and_climate","CityF","CityF","p69"
"stacked_bar_chart-make_comparisons-economy","Agriculture","Technology","p69"
"stacked_bar_chart-retrieve_value-weather_and_climate","120","51","p69"
"tree_map-identify_the_hierarchical_structure-innovation","Healthcare","Healthcare","p69"
"tree_map-locate_value-economy","Livestock","Livestock","p69"
"tree_map-retrieve_value-politics","20%","20%","p69"
"100_percent_stacked_bar_chart-locate_value-health","Seniors","Seniors","p15"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company A","Company A","p15"
"100_percent_stacked_bar_chart-retrieve_value-food_and_agriculture","19%","19%","p15"
"area_chart-describe_trend_or_correlation-politics","Votes consistently increased over the years.","No clear trend or correlation in votes over the years.","p15"
"area_chart-identify_range-population_and_demography","[1168, 4827]","[1168, 4827]","p15"
"area_chart-locate_value-population_and_demography","2000","2000","p15"
"area_chart-retrieve_value-population_and_demography","3112","3112","p15"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p15"
"bar_chart-locate_value-politics","Pirate","Pirate","p15"
"bar_chart-make_comparisons-politics","Socialist","Socialist","p15"
"bar_chart-retrieve_value-food_and_agriculture","625","625","p15"
"bubble_chart-describe_trend_or_correlation-population_and_demography","Cities with higher GDP Per Capita tend to have smaller populations.","There is no clear trend or correlation between GDP Per Capita and Population.","p15"
"bubble_chart-identify_range-population_and_demography","[39641, 95160]","[39641, 95160]","p15"
"bubble_chart-locate_value-energy_and_environment","Hestoria","Hestoria","p15"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p15"
"bubble_chart-retrieve_value-energy_and_environment","118034","118034","p15"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p15"
"bubble_chart_with_outlier-identify_anomalies-energy_and_environment","Country A","Country A","p15"
"choropleth_map-make_comparisons-innovation","Texas","Texas","p15"
"choropleth_map-retrieve_value-weather_and_climate","100","100","p15"
"histogram-locate_value-economy","$82,000","$82,000","p15"
"histogram-make_comparisons-population_and_demography","Early thirties","Early thirties","p15"
"histogram-retrieve_value-health","188","222","p15"
"line_chart-describe_trend_or_correlation-weather_and_climate","Temperatures fluctuate without a clear trend.","Temperatures fluctuate without a clear trend.","p15"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-politics","36","36","p15"
"line_chart-identify_range-education","[58, 150]","[58, 150]","p15"
"line_chart-locate_value-economy","2003","2003","p15"
"line_chart-retrieve_value-politics","57","57","p15"
"pie_chart-locate_value-health","Exercise","Exercise","p15"
"pie_chart-make_comparisons-economy","Agriculture","Agriculture","p15"
"pie_chart-retrieve_value-education","30%","30%","p15"
"scatterplot-describe_trend_or_correlation-education","There is no clear trend or correlation between Study Hours and Average Grade.","There is no clear trend or correlation between Study Hours and Average Grade.","p15"
"scatterplot-identify_range-politics","[52, 90]","[52, 90]","p15"
"scatterplot-locate_value-politics","Voter Turnout at 56%","Voter Turnout at 56%","p15"
"scatterplot-make_comparisons-weather_and_climate","90-100°F","90-100°F","p15"
"scatterplot-retrieve_value-energy_and_environment","476","476","p15"
"scatterplot_with_cluster-identify_clusters-economy","Around GDP of 300 and Unemployment Rate of 12","Around GDP of 300 and Unemployment Rate of 12","p15"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p15"
"stacked_area_chart-describe_trend_or_correlation-food_and_agriculture","All crops show a consistent upward trend in production.","Production of each crop fluctuates without a clear upward or downward trend.","p15"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","2.5","2.5","p15"
"stacked_area_chart-locate_value-food_and_agriculture","2012","2012","p15"
"stacked_area_chart-make_comparisons-health","Cardiovascular","Cardiovascular","p15"
"stacked_area_chart-retrieve_value-education","500","431","p15"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.2","1.2","p15"
"stacked_bar_chart-locate_value-economy","2018, Technology, $492 million","2018, Technology, $492 million","p15"
"stacked_bar_chart-make_comparisons-weather_and_climate","CityA","CityA","p15"
"stacked_bar_chart-retrieve_value-economy","492","492","p15"
"tree_map-identify_the_hierarchical_structure-innovation","Healthcare","Healthcare","p15"
"tree_map-locate_value-health","Oncology: Brain Cancer","Cardiology: Hypertension","p15"
"tree_map-retrieve_value-economy","25%","15%","p15"
"100_percent_stacked_bar_chart-locate_value-economy","Agriculture, 2020","Agriculture, 2020","p9"
"100_percent_stacked_bar_chart-make_comparisons-weather_and_climate","Cloudy","Cloudy","p9"
"100_percent_stacked_bar_chart-retrieve_value-politics","42%","42%","p9"
"area_chart-describe_trend_or_correlation-education","The number of graduates increases over time.","The number of graduates increases over time.","p9"
"area_chart-identify_range-weather_and_climate","[64, 98]","[64, 98]","p9"
"area_chart-locate_value-innovation","2009","2009","p9"
"area_chart-retrieve_value-education","6953","6953","p9"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p9"
"bar_chart-locate_value-education","Biology and Psychology","Biology and Psychology","p9"
"bar_chart-make_comparisons-economy","Retail","Retail","p9"
"bar_chart-retrieve_value-health","53","63","p9"
"bubble_chart-describe_trend_or_correlation-politics","There is no clear trend or correlation between votes and seats.","Parties with more votes tend to have more seats.","p9"
"bubble_chart-identify_range-innovation","[61, 164]","[61, 164]","p9"
"bubble_chart-locate_value-economy","Alandria","Deltora","p9"
"bubble_chart-make_comparisons-weather_and_climate","Location B","Location B","p9"
"bubble_chart-retrieve_value-education","570","570","p9"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p9"
"bubble_chart_with_outlier-identify_anomalies-population_and_demography","Outlands","Outlands","p9"
"choropleth_map-locate_value-politics","New York","New York","p9"
"choropleth_map-make_comparisons-economy","Florida","Florida","p9"
"choropleth_map-retrieve_value-economy","99708","99708","p9"
"histogram-locate_value-economy","$82,000","$82,000","p9"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p9"
"histogram-retrieve_value-health","222","222","p9"
"line_chart-describe_trend_or_correlation-population_and_demography","The population increased steadily over the years.","The population increased steadily over the years.","p9"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","8","8","p9"
"line_chart-identify_range-health","[45, 111]","[62, 96]","p9"
"line_chart-locate_value-economy","2003","2003","p9"
"line_chart-retrieve_value-politics","57","57","p9"
"pie_chart-locate_value-innovation","Process Innovation","Process Innovation","p9"
"pie_chart-make_comparisons-innovation","Product Innovation has a larger share","Product Innovation has a larger share","p9"
"pie_chart-retrieve_value-food_and_agriculture","10%","10%","p9"
"scatterplot-describe_trend_or_correlation-innovation","There is no clear trend or correlation between Research Investment and Innovation Scores.","There is no clear trend or correlation between Research Investment and Innovation Scores.","p9"
"scatterplot-identify_range-education","[1, 20]","[1, 20]","p9"
"scatterplot-locate_value-health","51 kg","51 kg","p9"
"scatterplot-make_comparisons-health","50-60 kg","50-60 kg","p9"
"scatterplot-retrieve_value-energy_and_environment","300","476","p9"
"scatterplot_with_cluster-identify_clusters-economy","Around GDP of 300 and Unemployment Rate of 12","Around GDP of 300 and Unemployment Rate of 12","p9"
"scatterplot_with_outlier-identify_anomalies-energy_and_environment","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","p9"
"stacked_area_chart-describe_trend_or_correlation-politics","No clear trend or correlation in votes is observed across the parties over the years.","No clear trend or correlation in votes is observed across the parties over the years.","p9"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture","1.4","2.4","p9"
"stacked_area_chart-locate_value-education","180","106","p9"
"stacked_area_chart-make_comparisons-education","Elementary","Elementary","p9"
"stacked_area_chart-retrieve_value-education","431","431","p9"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","1.2","1.2","p9"
"stacked_bar_chart-locate_value-education","School C, Grade 9","School C, Grade 10","p9"
"stacked_bar_chart-make_comparisons-weather_and_climate","CityA","CityA","p9"
"stacked_bar_chart-retrieve_value-health","148","148","p9"
"tree_map-identify_the_hierarchical_structure-education","Mathematics","Mathematics","p9"
"tree_map-locate_value-innovation","Pharma","Pharma","p9"
"tree_map-retrieve_value-politics","20%","20%","p9"
"100_percent_stacked_bar_chart-locate_value-energy_and_environment","2021, Fossil Fuels","2020, Solar","p21"
"100_percent_stacked_bar_chart-make_comparisons-health","Young Adults","Young Adults","p21"
"100_percent_stacked_bar_chart-retrieve_value-economy","3%","3%","p21"
"area_chart-describe_trend_or_correlation-food_and_agriculture","Production showed no clear trend and remained stable.","Production fluctuated with no consistent trend.","p21"
"area_chart-identify_range-economy","[820, 1100]","[961, 961]","p21"
"area_chart-locate_value-economy","Only in 2020","Every year from 2001 to 2020","p21"
"area_chart-retrieve_value-economy","961","961","p21"
"bar_chart-identify_range-economy","[113, 473]","[113, 473]","p21"
"bar_chart-locate_value-food_and_agriculture","Barley","Barley","p21"
"bar_chart-make_comparisons-food_and_agriculture","Soybeans","Soybeans","p21"
"bar_chart-retrieve_value-politics","8817","8817","p21"
"bubble_chart-describe_trend_or_correlation-economy","Higher GDP is associated with lower Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p21"
"bubble_chart-identify_range-innovation","[50, 190]","[61, 164]","p21"
"bubble_chart-locate_value-politics","Green Party with $3,214,790","Libertarian Party with $1,378,536","p21"
"bubble_chart-make_comparisons-energy_and_environment","Grevia","Grevia","p21"
"bubble_chart-retrieve_value-health","134","134","p21"
"bubble_chart_with_cluster-identify_clusters-innovation","Company A, Company B, Company C, Company D","Company A, Company B, Company C, Company D","p21"
"bubble_chart_with_outlier-identify_anomalies-economy","Country F","Country A","p21"
"choropleth_map-locate_value-food_and_agriculture","New York","New York","p21"
"choropleth_map-make_comparisons-economy","Florida","Florida","p21"
"choropleth_map-retrieve_value-innovation","475","475","p21"
"histogram-locate_value-energy_and_environment","25 MWh","63 MWh","p21"
"histogram-make_comparisons-weather_and_climate","60-70°F","60-70°F","p21"
"histogram-retrieve_value-health","256","222","p21"
"line_chart-describe_trend_or_correlation-politics","The approval rating consistently decreases over the years.","The approval rating consistently decreases over the years.","p21"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-energy_and_environment","32.0 GWh","24.0 GWh","p21"
"line_chart-identify_range-food_and_agriculture","[100, 1000]","[138, 961]","p21"
"line_chart-locate_value-economy","2003","2003","p21"
"line_chart-retrieve_value-health","64","64","p21"
"pie_chart-locate_value-weather_and_climate","Temperate","Temperate","p21"
"pie_chart-make_comparisons-education","Middle School","Middle School","p21"
"pie_chart-retrieve_value-food_and_agriculture","10%","10%","p21"
"scatterplot-describe_trend_or_correlation-energy_and_environment","No correlation","No correlation","p21"
"scatterplot-identify_range-education","[2, 22]","[1, 20]","p21"
"scatterplot-locate_value-economy","GDP: 1991, Unemployment Rate: 0","GDP: 1991, Unemployment Rate: 0","p21"
"scatterplot-make_comparisons-politics","Below 60%","Below 60%","p21"
"scatterplot-retrieve_value-economy","0","0","p21"
"scatterplot_with_cluster-identify_clusters-economy","Around GDP of 300 and Unemployment Rate of 12","Around GDP of 300 and Unemployment Rate of 12","p21"
"scatterplot_with_outlier-identify_anomalies-energy_and_environment","Energy Consumption: 300 MWh, CO2 Emissions: 600 Metric Tons","Energy Consumption: 750 MWh, CO2 Emissions: 1500 Metric Tons","p21"
"stacked_area_chart-describe_trend_or_correlation-health","The number of cases for all conditions has steadily increased over the years.","No clear trend is observed in the number of cases for the different health conditions over the years.","p21"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","4.5","2.5","p21"
"stacked_area_chart-locate_value-education","106","106","p21"
"stacked_area_chart-make_comparisons-education","Elementary","Elementary","p21"
"stacked_area_chart-retrieve_value-education","350","431","p21"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","2.9","0.9","p21"
"stacked_bar_chart-locate_value-energy_and_environment","Country F - Hydro","Country H - Nuclear","p21"
"stacked_bar_chart-make_comparisons-economy","Agriculture","Technology","p21"
"stacked_bar_chart-retrieve_value-politics","300","472","p21"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p21"
"tree_map-locate_value-economy","Livestock","Livestock","p21"
"tree_map-retrieve_value-economy","15%","15%","p21"
"100_percent_stacked_bar_chart-locate_value-population_and_demography","0-14","75+","p5"
"100_percent_stacked_bar_chart-make_comparisons-food_and_agriculture","Vegetables","Vegetables","p5"
"100_percent_stacked_bar_chart-retrieve_value-weather_and_climate","29%","29%","p5"
"area_chart-describe_trend_or_correlation-innovation","No clear trend, with the number of innovations fluctuating each year.","No clear trend, with the number of innovations fluctuating each year.","p5"
"area_chart-identify_range-health","[7, 217]","[7, 217]","p5"
"area_chart-locate_value-health","217 patients","217 patients","p5"
"area_chart-retrieve_value-innovation","142","142","p5"
"bar_chart-identify_range-education","[63, 167]","[63, 167]","p5"
"bar_chart-locate_value-weather_and_climate","City3 and City15","City3 and City15","p5"
"bar_chart-make_comparisons-weather_and_climate","City3","City3","p5"
"bar_chart-retrieve_value-weather_and_climate","100","100","p5"
"bubble_chart-describe_trend_or_correlation-economy","There is no clear trend or correlation between GDP and Unemployment Rate.","There is no clear trend or correlation between GDP and Unemployment Rate.","p5"
"bubble_chart-identify_range-energy_and_environment","[100,098, 129,332]","[100,098, 129,332]","p5"
"bubble_chart-locate_value-energy_and_environment","Hestoria","Hestoria","p5"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p5"
"bubble_chart-retrieve_value-weather_and_climate","2 mm","2 mm","p5"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 5, City 6, and City 7","City 1, City 2, City 3, and City 4","p5"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p5"
"choropleth_map-locate_value-education","New York","New York","p5"
"choropleth_map-make_comparisons-health","Colorado","Colorado","p5"
"choropleth_map-retrieve_value-economy","99708","99708","p5"
"histogram-locate_value-politics","250 votes","36 votes","p5"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p5"
"histogram-retrieve_value-health","222","222","p5"
"line_chart-describe_trend_or_correlation-innovation","The Innovation Scores show a decreasing trend over the years.","The Innovation Scores show a decreasing trend over the years.","p5"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-health","40 bpm","32 bpm","p5"
"line_chart-identify_range-population_and_demography","[3000000, 124000000]","[3588198, 119145511]","p5"
"line_chart-locate_value-economy","2003","2003","p5"
"line_chart-retrieve_value-population_and_demography","71653775","71653775","p5"
"pie_chart-locate_value-politics","Green","Green","p5"
"pie_chart-make_comparisons-health","Diet has a greater percentage allocation than Hydration.","Diet has a greater percentage allocation than Hydration.","p5"
"pie_chart-retrieve_value-economy","40%","40%","p5"
"scatterplot-describe_trend_or_correlation-food_and_agriculture","A strong negative correlation","A strong negative correlation","p5"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p5"
"scatterplot-locate_value-weather_and_climate","Temperature 100°F, Humidity 72%","Temperature 100°F, Humidity 72%","p5"
"scatterplot-make_comparisons-economy","The Unemployment Rate is higher at a GDP of 1500 billion.","The Unemployment Rate is higher at a GDP of 1500 billion.","p5"
"scatterplot-retrieve_value-health","117 cm","117 cm","p5"
"scatterplot_with_cluster-identify_clusters-politics","Around the (50%, 50%) mark","Around the (50%, 50%) mark","p5"
"scatterplot_with_outlier-identify_anomalies-food_and_agriculture","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","Crop Yield: 120 quintals/ha, Fertilizer Use: 250 kg/ha","p5"
"stacked_area_chart-describe_trend_or_correlation-education","Enrollment numbers have steadily increased for all education levels.","Enrollment numbers show no clear trend and fluctuate for all education levels.","p5"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-health","3.1","1.1","p5"
"stacked_area_chart-locate_value-politics","2013","2007","p5"
"stacked_area_chart-make_comparisons-politics","Green Party","Libertarian Party","p5"
"stacked_area_chart-retrieve_value-politics","917","917","p5"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-education","0.4","0.4","p5"
"stacked_bar_chart-locate_value-weather_and_climate","CityF","CityF","p5"
"stacked_bar_chart-make_comparisons-economy","Agriculture","Technology","p5"
"stacked_bar_chart-retrieve_value-health","148","148","p5"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p5"
"tree_map-locate_value-innovation","Pharma","Pharma","p5"
"tree_map-retrieve_value-politics","20%","20%","p5"
"100_percent_stacked_bar_chart-locate_value-energy_and_environment","2021, Fossil Fuels","2020, Solar","p85"
"100_percent_stacked_bar_chart-make_comparisons-economy","It is not possible to determine from the visualization","Manufacturing","p85"
"100_percent_stacked_bar_chart-retrieve_value-politics","49%","42%","p85"
"area_chart-describe_trend_or_correlation-politics","No clear trend or correlation in votes over the years.","No clear trend or correlation in votes over the years.","p85"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p85"
"area_chart-locate_value-health","217 patients","217 patients","p85"
"area_chart-retrieve_value-health","99","99","p85"
"bar_chart-identify_range-innovation","[96, 544]","[113, 473]","p85"
"bar_chart-locate_value-weather_and_climate","City3 and City15","City3 and City15","p85"
"bar_chart-make_comparisons-politics","Socialist","Socialist","p85"
"bar_chart-retrieve_value-economy","405","405","p85"
"bubble_chart-describe_trend_or_correlation-politics","Parties with more votes tend to have more seats.","Parties with more votes tend to have more seats.","p85"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p85"
"bubble_chart-locate_value-economy","Deltora","Deltora","p85"
"bubble_chart-make_comparisons-food_and_agriculture","Barley","Barley","p85"
"bubble_chart-retrieve_value-economy","12 million","7 million","p85"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","No visible cluster","City 1, City 2, City 3, and City 4","p85"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p85"
"choropleth_map-make_comparisons-economy","Florida","Florida","p85"
"choropleth_map-retrieve_value-health","1994","1994","p85"
"histogram-locate_value-education","120","107","p85"
"histogram-make_comparisons-education","95-99","80-84","p85"
"histogram-retrieve_value-health","222","222","p85"
"line_chart-describe_trend_or_correlation-energy_and_environment","There is no clear trend in energy consumption over time.","There is no clear trend in energy consumption over time.","p85"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-economy","8","8","p85"
"line_chart-identify_range-health","[45, 111]","[62, 96]","p85"
"line_chart-locate_value-health","Day 5","Day 5","p85"
"line_chart-retrieve_value-economy","10","10","p85"
"pie_chart-locate_value-economy","Construction","Construction","p85"
"pie_chart-make_comparisons-food_and_agriculture","Grains","Grains","p85"
"pie_chart-retrieve_value-energy_and_environment","20%","20%","p85"
"scatterplot-describe_trend_or_correlation-politics","Voter Turnout and Opposition Support are perfectly negatively correlated.","As Voter Turnout increases, Opposition Support decreases.","p85"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p85"
"scatterplot-locate_value-weather_and_climate","Temperature 100°F, Humidity 72%","Temperature 100°F, Humidity 72%","p85"
"scatterplot-make_comparisons-energy_and_environment","Cannot be determined from the visualization","Energy Consumption over 400 MWh","p85"
"scatterplot-retrieve_value-energy_and_environment","476","476","p85"
"scatterplot_with_cluster-identify_clusters-economy","No visible cluster","Around GDP of 300 and Unemployment Rate of 12","p85"
"scatterplot_with_outlier-identify_anomalies-weather_and_climate","Temperature at 109°F and Humidity at 96%","Temperature at 109°F and Humidity at 96%","p85"
"stacked_area_chart-describe_trend_or_correlation-population_and_demography","The population of the ""65+"" age group showed a consistent decline over the years.","No clear trend in population changes is observed across all age groups.","p85"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.7","0.7","p85"
"stacked_area_chart-locate_value-education","106","106","p85"
"stacked_area_chart-make_comparisons-economy","Agriculture","Agriculture","p85"
"stacked_area_chart-retrieve_value-health","339","339","p85"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-energy_and_environment","1.6","1.6","p85"
"stacked_bar_chart-locate_value-food_and_agriculture","Millet in the West with 970 tons","Millet in the West with 970 tons","p85"
"stacked_bar_chart-make_comparisons-weather_and_climate","CityA","CityA","p85"
"stacked_bar_chart-retrieve_value-education","300","192","p85"
"tree_map-identify_the_hierarchical_structure-economy","Manufacturing","Manufacturing","p85"
"tree_map-locate_value-economy","Livestock","Livestock","p85"
"tree_map-retrieve_value-economy","15%","15%","p85"
"100_percent_stacked_bar_chart-locate_value-education","Hilltop Middle","Hilltop Middle","p78"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company A","Company A","p78"
"100_percent_stacked_bar_chart-retrieve_value-education","30%","30%","p78"
